task_id,parent_id,phase,title,goal,owner_lane,owner_agent,helper_id,model_tag,agent_runtime,shell_mode,repo_target,repo_path,filesystem_scope,input_files,target_files,target_artifacts,allowed_paths,blocked_paths,depends_on,blocks,parallel_group,can_run_parallel,max_parallel,start_after,priority,status,execution_cell,required_tools,command_template,verification_command,completion_gate,proof_required,proof_uri,heartbeat_file,logs_uri,rollback_plan,risk_level,human_approval_required,notes,anchor_binding,needs_capability_probe,probe_class,source_graph_uri
COMPONENT-349_NU_PLUGIN_COMPONENT_CODEDB_CORE,COMPONENTS,00-components,Component: nu_plugin component: codedb-core,"Component 'nu_plugin component: codedb-core' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-349_nu_plugin_component_codedb_core,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-349_nu_plugin_component_codedb_core/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1349,pending,components,shell,grep -Fq 'nu_plugin component: codedb-core' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'nu_plugin component: codedb-core' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-349_NU_PLUGIN_COMPONENT_CODEDB_CORE.proof.json,state/COMPONENT-349_NU_PLUGIN_COMPONENT_CODEDB_CORE.heartbeat.json,logs/COMPONENT-349_NU_PLUGIN_COMPONENT_CODEDB_CORE.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""7e588d2f75b7f23959b0d269bdb1a39f7d8eb60aa14ed1ffea62508d500a36ac""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
COMPONENT-350_NU_PLUGIN_COMPONENT_CODEDB_FIXTURES,COMPONENTS,00-components,Component: nu_plugin component: codedb-fixtures,"Component 'nu_plugin component: codedb-fixtures' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-350_nu_plugin_component_codedb_fixtures,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-350_nu_plugin_component_codedb_fixtures/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1350,pending,components,shell,grep -Fq 'nu_plugin component: codedb-fixtures' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'nu_plugin component: codedb-fixtures' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-350_NU_PLUGIN_COMPONENT_CODEDB_FIXTURES.proof.json,state/COMPONENT-350_NU_PLUGIN_COMPONENT_CODEDB_FIXTURES.heartbeat.json,logs/COMPONENT-350_NU_PLUGIN_COMPONENT_CODEDB_FIXTURES.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""71099dd373072b287d9333fedb861dc547e89280b2d34820973274d568bf43d7""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
COMPONENT-351_NU_PLUGIN_COMPONENT_CODEDB_BUILD_CAPTURE,COMPONENTS,00-components,Component: nu_plugin component: codedb-build-capture,"Component 'nu_plugin component: codedb-build-capture' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-351_nu_plugin_component_codedb_build_capture,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-351_nu_plugin_component_codedb_build_capture/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1351,pending,components,shell,grep -Fq 'nu_plugin component: codedb-build-capture' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'nu_plugin component: codedb-build-capture' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-351_NU_PLUGIN_COMPONENT_CODEDB_BUILD_CAPTURE.proof.json,state/COMPONENT-351_NU_PLUGIN_COMPONENT_CODEDB_BUILD_CAPTURE.heartbeat.json,logs/COMPONENT-351_NU_PLUGIN_COMPONENT_CODEDB_BUILD_CAPTURE.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""153621a6fa16fbddf1b4815849809ad39f28f4057870f7e7be7ae3dcbef05810""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
COMPONENT-352_NU_PLUGIN_COMPONENT_CODEDB_MCP,COMPONENTS,00-components,Component: nu_plugin component: codedb-mcp,"Component 'nu_plugin component: codedb-mcp' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-352_nu_plugin_component_codedb_mcp,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-352_nu_plugin_component_codedb_mcp/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1352,pending,components,shell,grep -Fq 'nu_plugin component: codedb-mcp' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'nu_plugin component: codedb-mcp' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-352_NU_PLUGIN_COMPONENT_CODEDB_MCP.proof.json,state/COMPONENT-352_NU_PLUGIN_COMPONENT_CODEDB_MCP.heartbeat.json,logs/COMPONENT-352_NU_PLUGIN_COMPONENT_CODEDB_MCP.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""abbcbba526d534e605f81ca3e8f4f15685a87f0b705a8fa85de8139edcf31a82""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
COMPONENT-353_NU_PLUGIN_COMPONENT_CODEDB_RUST_STATIC,COMPONENTS,00-components,Component: nu_plugin component: codedb-rust-static,"Component 'nu_plugin component: codedb-rust-static' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-353_nu_plugin_component_codedb_rust_static,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-353_nu_plugin_component_codedb_rust_static/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1353,pending,components,shell,grep -Fq 'nu_plugin component: codedb-rust-static' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'nu_plugin component: codedb-rust-static' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-353_NU_PLUGIN_COMPONENT_CODEDB_RUST_STATIC.proof.json,state/COMPONENT-353_NU_PLUGIN_COMPONENT_CODEDB_RUST_STATIC.heartbeat.json,logs/COMPONENT-353_NU_PLUGIN_COMPONENT_CODEDB_RUST_STATIC.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""c59c8f234412d1db815b77ba291a6505747cd25049e07a15a0be5570c2c24a46""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
COMPONENT-354_NU_PLUGIN_COMPONENT_CODEDB_STORE_REDB,COMPONENTS,00-components,Component: nu_plugin component: codedb-store-redb,"Component 'nu_plugin component: codedb-store-redb' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-354_nu_plugin_component_codedb_store_redb,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-354_nu_plugin_component_codedb_store_redb/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1354,pending,components,shell,grep -Fq 'nu_plugin component: codedb-store-redb' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'nu_plugin component: codedb-store-redb' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-354_NU_PLUGIN_COMPONENT_CODEDB_STORE_REDB.proof.json,state/COMPONENT-354_NU_PLUGIN_COMPONENT_CODEDB_STORE_REDB.heartbeat.json,logs/COMPONENT-354_NU_PLUGIN_COMPONENT_CODEDB_STORE_REDB.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""a35437cccc183e348017c63285e810270b142b68988829e9965c038a22f53d84""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
COMPONENT-355_NU_PLUGIN_COMPONENT_CODEDB_STORE_PG,COMPONENTS,00-components,Component: nu_plugin component: codedb-store-pg,"Component 'nu_plugin component: codedb-store-pg' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-355_nu_plugin_component_codedb_store_pg,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-355_nu_plugin_component_codedb_store_pg/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1355,pending,components,shell,grep -Fq 'nu_plugin component: codedb-store-pg' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'nu_plugin component: codedb-store-pg' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-355_NU_PLUGIN_COMPONENT_CODEDB_STORE_PG.proof.json,state/COMPONENT-355_NU_PLUGIN_COMPONENT_CODEDB_STORE_PG.heartbeat.json,logs/COMPONENT-355_NU_PLUGIN_COMPONENT_CODEDB_STORE_PG.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""eb64fce8d683e90e0d56860f115131b89d1b5592aa6b6c2e28f1621ad0c96444""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
COMPONENT-356_NU_PLUGIN_COMPONENT_NU_PLUGIN_CODEDB,COMPONENTS,00-components,Component: nu_plugin component: nu_plugin_codedb,"Component 'nu_plugin component: nu_plugin_codedb' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-356_nu_plugin_component_nu_plugin_codedb,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-356_nu_plugin_component_nu_plugin_codedb/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1356,pending,components,shell,grep -Fq 'nu_plugin component: nu_plugin_codedb' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'nu_plugin component: nu_plugin_codedb' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-356_NU_PLUGIN_COMPONENT_NU_PLUGIN_CODEDB.proof.json,state/COMPONENT-356_NU_PLUGIN_COMPONENT_NU_PLUGIN_CODEDB.heartbeat.json,logs/COMPONENT-356_NU_PLUGIN_COMPONENT_NU_PLUGIN_CODEDB.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""06675b47547e7c020c29715ab05d1afd882026b0a7e5483be3b28b5dc07ead7e""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
COMPONENT-357_ICM_COMPONENT_ICM_CORE,COMPONENTS,00-components,Component: icm component: icm-core,"Component 'icm component: icm-core' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-357_icm_component_icm_core,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-357_icm_component_icm_core/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1357,pending,components,shell,grep -Fq 'icm component: icm-core' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'icm component: icm-core' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-357_ICM_COMPONENT_ICM_CORE.proof.json,state/COMPONENT-357_ICM_COMPONENT_ICM_CORE.heartbeat.json,logs/COMPONENT-357_ICM_COMPONENT_ICM_CORE.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""c34c63482fe0f96fad36e23d38adea58d38682118b4d3641788f6b2968317a50""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
COMPONENT-358_ICM_COMPONENT_ICM_STORE,COMPONENTS,00-components,Component: icm component: icm-store,"Component 'icm component: icm-store' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-358_icm_component_icm_store,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-358_icm_component_icm_store/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1358,pending,components,shell,grep -Fq 'icm component: icm-store' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'icm component: icm-store' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-358_ICM_COMPONENT_ICM_STORE.proof.json,state/COMPONENT-358_ICM_COMPONENT_ICM_STORE.heartbeat.json,logs/COMPONENT-358_ICM_COMPONENT_ICM_STORE.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""25a2ddbba9dbf9fb7400a3e9de9a423b9e22d828d7c71122feaf6e761968ee30""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
COMPONENT-359_ICM_COMPONENT_ICM_MCP,COMPONENTS,00-components,Component: icm component: icm-mcp,"Component 'icm component: icm-mcp' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-359_icm_component_icm_mcp,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-359_icm_component_icm_mcp/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1359,pending,components,shell,grep -Fq 'icm component: icm-mcp' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'icm component: icm-mcp' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-359_ICM_COMPONENT_ICM_MCP.proof.json,state/COMPONENT-359_ICM_COMPONENT_ICM_MCP.heartbeat.json,logs/COMPONENT-359_ICM_COMPONENT_ICM_MCP.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""f533d19155c5a162407273aae8a5f7452ccec123bed7d0f7975ae4bc0d52ec4d""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
COMPONENT-360_ICM_COMPONENT_ICM_CLI,COMPONENTS,00-components,Component: icm component: icm-cli,"Component 'icm component: icm-cli' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-360_icm_component_icm_cli,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-360_icm_component_icm_cli/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1360,pending,components,shell,grep -Fq 'icm component: icm-cli' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'icm component: icm-cli' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-360_ICM_COMPONENT_ICM_CLI.proof.json,state/COMPONENT-360_ICM_COMPONENT_ICM_CLI.heartbeat.json,logs/COMPONENT-360_ICM_COMPONENT_ICM_CLI.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""9e007b8b68d8d8947a159afc9b95a6f0d0f4654fd423d945f025e1616ca15a2b""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
COMPONENT-361_META,COMPONENTS,00-components,Component: meta,"Component 'meta' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-361_meta,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-361_meta/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1361,pending,components,shell,grep -Fq 'meta' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'meta' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-361_META.proof.json,state/COMPONENT-361_META.heartbeat.json,logs/COMPONENT-361_META.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""fa6c31dfece7b3e1c24f1c4b706defe13b067c2f4125e56d5bea72f90fb4eacd""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
